,session,subject,parent_det_str,child_det_str,parent_indef_def_adj_nps
6218,1,28,a chapters,,a chapters
6219,1,28,a story,,a story
6221,1,28,a story,,a story
6227,1,28,the dad,,the dad
6233,1,28,the roof,,the roof
6234,1,28,the lady,,the lady
6240,1,28,the dinosaur,,the dinosaur
6241,1,28,the water,,the water
6246,1,28,the building,,the building
6257,1,28,the costume,,the costume
6261,1,28,the outfit,,the outfit
6262,1,28,the part,,the part
6265,1,28,the piece,,the piece
6266,1,28,the suit,,the suit
6267,1,28,a suit,,a suit
6269,1,28,a cup,,a cup
6281,1,28,a microphone,,a microphone
6286,1,28,a bit,,a bit
6301,1,28,the cape,,the cape
6320,1,28,the thing,,the thing
6328,1,28,the top,,the top
6337,1,28,a bit,,a bit
6340,1,28,the team,,the team
6344,1,28,the cape,,the cape
6369,1,28,the door,,the door
6371,1,28,a job,,a job
6376,1,28,the door,,the door
6377,1,28,the door,,the door
6378,1,28,the door,,the door
6379,1,28,the door,,the door
6381,1,28,the door,,the door
6383,1,28,the room,,the room
6385,1,28,the door,,the door
6387,1,28,the door,,the door
6388,1,28,the door,,the door
6392,1,28,the door,,the door
6416,1,28,the floor,,the floor
6453,1,28,the teapot,,the teapot
6454,1,28,the teapot,,the teapot
6458,1,28,the rest,,the rest
6462,1,28,a tea,,a tea
6515,1,28,the newspapers,,the newspapers
6520,1,28,the boys,,the boys
6529,1,28,the plant,,the plant
6531,1,28,the closet,,the closet
6537,1,28,the boys,,the boys
6539,1,28,the closet,,the closet
6553,1,28,a minute,,a minute
6554,1,28,a splash,,a splash
6555,1,28,a splash,,a splash
6564,1,28,a soak,,a soak
6571,1,28,the door,,the door
6576,1,28,the tub,,the tub
6577,1,28,a splash,,a splash
6578,1,28,a bit,,a bit
6584,1,28,the tub,,the tub
6589,1,28,the tub,,the tub
6590,1,28,the tub,,the tub
6593,1,28,the dolphin,,the dolphin
6594,1,28,the tub,,the tub
6595,1,28,the tub,,the tub
6605,1,28,the dolphin,,the dolphin
6612,1,28,the telephone,,the telephone
6622,1,28,the head,,the head
6632,1,28,the phone,,the phone
6635,1,28,the tub,,the tub
6647,1,28,the phone,,the phone
6653,1,28,the phone,,the phone
6661,1,28,a bit,,a bit
6720,1,28,the hose,,the hose
6725,1,28,a minutes,,a minutes
6726,1,28,a minutes,,a minutes
6729,1,28,the bathroom,,the bathroom
6735,1,28,a minutes,,a minutes
6738,1,28,a matter,,a matter
6779,1,28,a bit,,a bit
6780,1,28,a bit,,a bit
6787,1,28,a minutes,,a minutes
6793,1,28,a minute,,a minute
6848,1,29,the football,,the football
6851,1,29,the music,,the music
6852,1,29,the middle,,the middle
6886,1,29,the motor,,the motor
6889,1,29,the horn,,the horn
6899,1,29,a cow,,a cow
6903,1,29,a cow,,a cow
6907,1,29,a kleenex,,a kleenex
6911,1,29,the tool,,the tool
6928,1,29,a pot,,a pot
6929,1,29,the stove,,the stove
6930,1,29,the stove,,the stove
6938,1,29,a ruler,,a ruler
6939,1,29,a ruler,,a ruler
6946,1,29,the pot,,the pot
6947,1,29,the pot,,the pot
6948,1,29,the oven,,the oven
6949,1,29,the door,,the door
6950,1,29,the door,,the door
6954,1,29,the door,,the door
6964,1,29,a hug,,a hug
6978,1,29,a cookie,,a cookie
6979,1,29,a basket,,a basket
6980,1,29,the page,,the page
6982,1,29,the page,,the page
7029,1,29,the head,,the head
7030,1,29,the head,,the head
7033,1,29,the head,,the head
7034,1,29,the head,,the head
7079,1,29,the dog,,the dog
7080,1,29,the dog,,the dog
7082,1,29,a dog,,a dog
7083,1,29,a dog,,a dog
7084,1,29,a dog,,a dog
7090,1,29,the kitty,,the kitty
7097,1,29,a rooster,,a rooster
7098,1,29,a doodle,,a doodle
7100,1,29,a pig,,a pig
7112,1,29,a pig,,a pig
7113,1,29,a rooster,,a rooster
7114,1,29,a baby,,a baby
7116,1,29,a kitty,,a kitty
7117,1,29,a mommy,,a mommy
7123,1,29,a bird,,a bird
7125,1,29,a sheep,,a sheep
7131,1,29,a dog,,a dog
7135,1,29,a girl,,a girl
7136,1,29,a boy,,a boy
7137,1,29,a duck,,a duck
7141,1,29,a frog,,a frog
7143,1,29,a frog,,a frog
7145,1,29,a boy,,a boy
7146,1,29,the cow,,the cow
7148,1,29,the cow,,the cow
7155,1,29,the kitty,,the kitty
7156,1,29,the pig,,the pig
7157,1,29,the pig,,the pig
7159,1,29,the pig,,the pig
7161,1,29,the pig,,the pig
7163,1,29,the cow,,the cow
7166,1,29,the circle,,the circle
7167,1,29,the water,,the water
7183,1,29,a hug,,a hug
7203,1,29,the baby,,the baby
7209,1,29,the baby,,the baby
7217,1,29,a nose,,a nose
7238,1,29,the circle,,the circle
7274,1,29,a yellow,,a yellow
7277,1,29,the farm,,the farm
7301,1,29,a purple,,a purple
7306,1,29,a purple,,a purple
7307,1,29,the one,,the one
7308,1,29,the one,,the one
7312,1,29,a one,,a one
7334,1,29,a cow,,a cow
7335,1,29,a sheep,,a sheep
7336,1,29,a bee,,a bee
7338,1,29,the page,,the page
7344,1,29,the cows,,the cows
7346,1,29,the page,,the page
7349,1,29,the horse,,the horse
7350,1,29,the horse,,the horse
7356,1,29,the page,,the page
7359,1,29,the morning,,the morning
7364,1,29,a dog,,a dog
7366,1,29,a bunny,,a bunny
7369,1,29,the flowers,,the flowers
7371,1,29,a bee,,a bee
7372,1,29,a bunny,,a bunny
7373,1,29,a bunny,,a bunny
7383,1,29,a bunny,,a bunny
7388,1,29,the book,,the book
7389,1,29,the seatbelt,,the seatbelt
7391,1,29,a ride,,a ride
7401,1,29,the page,,the page
7402,1,29,the page,,the page
7405,1,29,the page,,the page
7408,1,29,the birds,,the birds
7409,1,29,the farmer,,the farmer
7412,1,29,the farmer,,the farmer
7414,1,29,the key,,the key
7419,1,29,the key,,the key
7423,1,29,the key,,the key
7426,1,29,the ducks,,the ducks
7508,1,29,the hammer,,the hammer
7509,1,29,the hammer,,the hammer
7511,1,29,the hammer,,the hammer
7514,1,29,the worms,,the worms
7515,1,29,the horn,,the horn
7520,1,29,a hammer,,a hammer
7525,1,29,the music,,the music
7526,1,29,the music,,the music
7527,1,29,the music,,the music
7536,1,29,the guy,,the guy
7537,1,29,the guy,,the guy
7539,1,29,the guy,,the guy
7550,1,29,the ball,,the ball
7557,1,29,the world,,the world
7558,1,29,a diamond,,a diamond
7561,1,29,the hammers,,the hammers
7587,1,29,a bite,,a bite
7588,1,29,the dog,,the dog
7593,1,29,the button,,the button
7594,1,29,the button,,the button
7596,1,29,the button,,the button
7617,1,29,the button,,the button
7618,1,29,the button,,the button
7620,1,29,the button,,the button
7623,1,29,the refrigerator,,the refrigerator
7627,1,29,the door,,the door
7628,1,29,the door,,the door
7629,1,29,the pot,,the pot
7638,1,29,a spoon,,a spoon
7639,1,29,a bite,,a bite
7642,1,29,a bite,,a bite
7643,1,29,a bite,,a bite
7644,1,29,a bite,,a bite
7646,1,29,the dog,,the dog
7647,1,29,the dog,,the dog
7648,1,29,the dog,,the dog
7649,1,29,the dog,,the dog
7657,1,29,the bunny,,the bunny
7661,1,29,the bunny,,the bunny
7662,1,29,the bunny,,the bunny
7663,1,29,the buny,,the buny
7665,1,29,the bunny,,the bunny
7667,1,29,the bunny,,the bunny
7669,1,29,the page,,the page
7677,1,29,the page,,the page
7678,1,29,the flowers,,the flowers
7679,1,29,the flowers,,the flowers
7683,1,29,the flowers,,the flowers
7684,1,29,the rain,,the rain
7685,1,29,the sun,,the sun
7686,1,29,the spout,,the spout
7703,1,29,a giraffe,,a giraffe
7713,1,29,a kiss,,a kiss
7718,1,29,a bunny,,a bunny
7719,1,29,the giraffe,,the giraffe
7723,1,29,a tree,,a tree
7724,1,29,a tree,,a tree
7725,1,29,a camel,,a camel
7726,1,29,a camel,,a camel
7727,1,29,a camel,,a camel
7729,1,29,a zebra,,a zebra
7730,1,29,the zoo,,the zoo
7736,1,29,the bunny,,the bunny
7737,1,29,the bunny,,the bunny
7741,1,29,the bunny,,the bunny
7759,1,29,the tree,,the tree
7764,1,29,the tree,,the tree
7781,1,29,the mouse,,the mouse
7782,1,29,the cheese,,the cheese
7783,1,29,the cheese,,the cheese
7787,1,29,the toys,,the toys
7792,1,29,the bag,,the bag
7819,1,29,the bird,,the bird
7820,1,29,the bird,,the bird
7821,1,29,the bird,,the bird
7825,1,29,the bee,,the bee
7826,1,29,the bee,,the bee
7830,1,29,the bee,,the bee
7832,1,29,the bee,,the bee
7834,1,29,the bee,,the bee
7836,1,29,the bee,,the bee
7840,1,29,a cat,,a cat
7841,1,29,the cat,,the cat
7842,1,29,the cat,,the cat
7844,1,29,the telephone,,the telephone
7846,1,29,the cat,,the cat
7848,1,29,the spoon,,the spoon
7852,1,29,the dog,,the dog
7859,1,29,the mouse,,the mouse
7860,1,29,the mouse,,the mouse
7863,1,29,the flowers,,the flowers
7864,1,29,the flowers,,the flowers
7865,1,29,the flowerrs,,the flowerrs
7868,1,29,a goat,,a goat
7869,1,29,a sock,,a sock
7871,1,29,a duck,,a duck
7873,1,29,a frog,,a frog
7874,1,29,the fish,,the fish
7875,1,29,the fish,,the fish
7876,1,29,a fish,,a fish
7881,1,29,a duck,,a duck
7883,1,29,the water,,the water
7886,1,29,the water,,the water
7887,1,29,a duck,,a duck
7889,1,29,the bee,,the bee
7890,1,29,the bee,,the bee
7899,1,29,the bunny,,the bunny
7901,1,29,the bunny,,the bunny
7902,1,29,the bunny,,the bunny
7906,1,29,the bunny,,the bunny
7907,1,29,the sheep,,the sheep
7916,1,29,a bird,,a bird
7924,1,29,the ball,,the ball
7926,1,29,a ball,,a ball
7930,1,29,the dog,,the dog
7931,1,29,a spoon,,a spoon
7939,1,29,a walk,,a walk
7948,1,29,a horsey,,a horsey
7949,1,29,the barn,,the barn
7950,1,29,the dog,,the dog
7951,1,29,the dog,,the dog
7954,1,29,a dog,,a dog
7956,1,29,a dog,,a dog
7957,1,29,a duck,,a duck
7959,1,29,the duck,,the duck
7960,1,29,a duck,,a duck
7962,1,29,a ladybug,,a ladybug
7963,1,29,a leaf,,a leaf
7965,1,29,a clock,,a clock
7966,1,29,a fire,,a fire
7967,1,29,a crab,,a crab
7970,1,29,the page,,the page
7973,1,29,the banana,,the banana
7975,1,29,the banana,,the banana
7977,1,29,the banana,,the banana
7980,1,29,the cob,,the cob
7982,1,29,a banana,,a banana
7984,1,29,the banana,,the banana
7989,1,29,a bee,,a bee
7991,1,29,a bee,,a bee
7994,1,29,the banana,,the banana
7998,1,29,a duckling,,a duckling
7999,1,29,a sun,,a sun
8000,1,29,the page,,the page
8004,1,29,the shoes,,the shoes
8005,1,29,the shoes,,the shoes
8006,1,29,the shoes,,the shoes
8008,1,29,a fish,,a fish
8009,1,29,the shoes,,the shoes
8010,1,29,the airplane,,the airplane
8011,1,29,the airplane,,the airplane
8015,1,29,a bunny,,a bunny
8016,1,29,a bunny,,a bunny
8018,1,29,a ball,,a ball
8020,1,29,the ball,,the ball
8027,1,29,the page,,the page
8029,1,29,a train,,a train
8032,1,29,the page,,the page
8040,1,29,the fish,,the fish
8041,1,29,the fish,,the fish
8042,1,29,the fish,,the fish
8045,1,29,the fish,,the fish
8046,1,29,a frog,,a frog
8049,1,29,a grasshoper,,a grasshoper
8052,1,29,a flower,,a flower
8058,1,29,the bear,,the bear
8063,1,29,a watch,,a watch
8064,1,29,the pocket,,the pocket
8069,1,29,a bow,,a bow
8072,1,29,the page,,the page
8089,1,29,the dog,,the dog
8093,1,29,the page,,the page
8097,1,29,the bunny,,the bunny
8099,1,29,the ball,,the ball
8100,1,29,the ball,,the ball
8101,1,29,the ball,,the ball
8102,1,29,the boat,,the boat
8103,1,29,the ball,,the ball
8106,1,29,the shoes,,the shoes
8107,1,29,the shoes,,the shoes
8108,1,29,the shoes,,the shoes
8114,1,29,a fish,,a fish
8115,1,29,a boat,,a boat
8119,1,29,a fish,,a fish
8120,1,29,the worm,,the worm
8121,1,29,the train,,the train
8122,1,29,the train,,the train
8124,1,29,the train,,the train
8125,1,29,the train,,the train
8126,1,29,a door,,a door
8127,1,29,the door,,the door
8128,1,29,the door,,the door
8131,1,29,a cat,,a cat
8132,1,29,the door,,the door
8135,1,29,the banana,,the banana
8137,1,29,the banana,,the banana
8142,1,29,the book,,the book
8175,1,29,the ball,,the ball
8176,1,29,the ball,,the ball
8184,1,29,the ball,,the ball
8195,1,29,the ball,,the ball
8198,1,29,the ball,,the ball
8215,1,29,a cake,,a cake
8218,1,29,a J,,a J
8219,1,29,the oven,,the oven
8220,1,29,a ride,,a ride
8221,1,29,a ride,,a ride
8260,1,29,a teapot,,a teapot
8268,1,30,a baby,,a baby
8270,1,30,a baby,,a baby
8271,1,30,the babies,,the babies
8273,1,30,the baby,,the baby
8274,1,30,a job,,a job
8290,1,30,the square,,the square
8292,1,30,the baby,,the baby
8295,1,30,the square,,the square
8308,1,30,a job,,a job
8311,1,30,a job,,a job
8318,1,30,the star,,the star
8330,1,30,the spot,,the spot
8353,1,30,the lid,,the lid
8355,1,30,the lid,,the lid
8379,1,30,the lid,,the lid
8386,1,30,the lid,,the lid
8413,1,30,a drink,,a drink
8415,1,30,a drink,,a drink
8420,1,30,a couple,,a couple
8448,1,30,a drink,,a drink
8450,1,30,a drink,,a drink
8465,1,30,a time,,a time
8466,1,30,a time,,a time
8488,1,30,a drink,,a drink
8489,1,30,a drink,,a drink
8503,1,30,a drink,,a drink
8505,1,30,a drink,,a drink
8506,1,30,a drink,,a drink
8509,1,30,a time,,a time
8513,1,30,a time,,a time
8516,1,30,a couple,,a couple
8525,1,30,a drink,,a drink
8583,1,30,the bite,,the bite
8586,1,30,a drink,,a drink
8589,1,30,the drink,,the drink
8592,1,30,a drink,,a drink
8599,1,30,a tummy,,a tummy
8618,1,30,the spoon,,the spoon
8629,1,30,the spoon,,the spoon
8638,1,30,a drink,,a drink
8640,1,30,a drink,,a drink
8648,1,30,the hands,,the hands
8658,1,30,a meal,,a meal
8659,1,30,a meal,,a meal
8661,1,30,the face,,the face
8662,1,30,the face,,the face
8663,1,30,the hair,,the hair
8684,1,30,a minute,,a minute
8689,1,30,a book,,a book
8690,1,30,a book,,a book
8717,1,30,the teeth,,the teeth
8718,1,30,the teeth,,the teeth
8725,1,30,a choice,,a choice
8728,1,30,the teeth,,the teeth
8740,1,30,the light,,the light
8748,1,30,a morning,,a morning
8813,1,30,the phone,,the phone
8814,1,30,the door,,the door
8817,1,30,a guest,,a guest
8818,1,30,a snap,,a snap
8819,1,30,a sack,,a sack
8820,1,30,the back,,the back
8823,1,30,the hippo,,the hippo
8824,1,30,the break,,the break
8825,1,30,a beast,,a beast
8834,1,30,the fortyfour,,the fortyfour
8837,1,30,a walk,,a walk
8838,1,30,a talk,,a talk
8843,1,30,a ride,,a ride
8844,1,30,the car,,the car
8846,1,30,the one,,the one
8847,1,30,a play,,a play
8848,1,30,a class,,a class
8850,1,30,a team,,a team
8851,1,30,a celebration,,a celebration
8852,1,30,a crowd,,a crowd
8857,1,30,a bird,,a bird
8859,1,30,a duck,,a duck
8861,1,30,a horse,,a horse
8863,1,30,a frog,,a frog
8865,1,30,a cat,,a cat
8867,1,30,a dog,,a dog
8869,1,30,a sheep,,a sheep
8871,1,30,a goldfish,,a goldfish
8873,1,30,a teacher,,a teacher
8877,1,30,a bear,,a bear
8881,1,30,the animals,,the animals
8883,1,30,a penguin,,a penguin
8887,1,30,a bear,,a bear
8890,1,30,a zebra,,a zebra
8892,1,30,a buffalo,,a buffalo
8916,1,30,the toilet,,the toilet
8920,1,30,the sink,,the sink
8922,1,30,the laundry,,the laundry
8925,1,30,the toybox,,the toybox
8953,1,30,the hippopotamus,,the hippopotamus
8955,1,30,the hippopotamus,,the hippopotamus
8957,1,30,the hippopotamus,,the hippopotamus
8959,1,30,the hippopotamus,,the hippopotamus
8961,1,30,the moose,,the moose
8964,1,30,the lot,,the lot
8972,1,30,the #,,the #
8976,1,30,the elephant,,the elephant
8990,1,30,the roar,,the roar
9010,1,33,the camera,,the camera
9019,1,33,a bag,,a bag
9038,1,33,a bunch,,a bunch
9049,1,33,a tree,,a tree
9056,1,33,the side,,the side
9066,1,33,a duck,,a duck
9086,1,33,the floor,,the floor
9088,1,33,the radio,,the radio
9089,1,33,the #,,the #
9117,1,33,the piano,,the piano
9120,1,33,the bear,,the bear
9139,1,33,the water,,the water
9230,1,33,the sunglasses,,the sunglasses
9253,1,33,a kiss,,a kiss
9277,1,33,a strawberry,,a strawberry
9291,1,33,a time,,a time
9305,1,33,the living,,the living
9423,1,33,a couple,,a couple
9440,1,33,the wall,,the wall
9441,1,33,the wall,,the wall
9453,1,33,a hug,,a hug
9454,1,33,a hug,,a hug
9455,1,33,a hug,,a hug
9461,1,33,a hug,,a hug
9477,1,33,the way,,the way
9485,1,33,the book,,the book
9495,1,33,a book,,a book
9532,1,33,the bag,,the bag
9544,1,33,the box,,the box
9547,1,33,a #,,a #
9553,1,33,a book,,a book
9554,1,33,the caterpillar,,the caterpillar
9558,1,33,the light,,the light
9565,1,33,the plums,,the plums
9573,1,33,the blocks,,the blocks
9586,1,33,the hole,,the hole
9587,1,33,the hole,,the hole
9591,1,33,the hole,,the hole
9599,1,33,the hole,,the hole
9611,1,33,the bear,,the bear
9612,1,33,the bear,,the bear
9615,1,33,the bear,,the bear
9617,1,33,the bear,,the bear
9619,1,33,the bears,,the bears
9625,1,33,the rest,,the rest
9627,1,33,a towel,,a towel
9628,1,33,the bear,,the bear
9632,1,33,the bear,,the bear
9634,1,33,the bear,,the bear
9643,1,33,a shirt,,a shirt
9646,1,33,a brand,,a brand
9649,1,33,a shirt,,a shirt
9651,1,33,the bear,,the bear
9662,1,33,a hug,,a hug
9663,1,33,a hug,,a hug
9711,1,33,the cup,,the cup
9728,1,33,the floor,,the floor
9745,1,33,the plate,,the plate
9750,1,33,the plate,,the plate
9751,1,33,the plate,,the plate
9756,1,33,the plate,,the plate
9771,1,33,a piece,,a piece
9785,1,37,the room,,the room
9823,1,37,the book,,the book
9835,1,37,a Pooh,,a Pooh
9836,1,37,a boo,,a boo
9848,1,37,a boo,,a boo
9862,1,37,a boo,,a boo
9875,1,37,a boo,,a boo
9907,1,37,a girl,,a girl
9916,1,37,the phone,,the phone
9917,1,37,the phone,,the phone
9952,1,37,a song,,a song
9954,1,37,a mess,,a mess
9959,1,37,the basket,,the basket
9960,1,37,the basket,,the basket
9961,1,37,the towels,,the towels
10014,1,37,a square,,a square
10025,1,37,the triangle,,the triangle
10105,1,37,a blocks,,a blocks
10109,1,37,a toy,,a toy
10110,1,37,a toy,,a toy
10123,1,37,a girl,,a girl
10124,1,37,a girl,,a girl
10168,1,37,the kitchen,,the kitchen
10169,1,37,the kitchen,,the kitchen
10192,1,37,the cheerios,,the cheerios
10196,1,37,the cheerios,,the cheerios
10197,1,37,the cheerios,,the cheerios
10202,1,37,the cheerios,,the cheerios
10205,1,37,the cheerios,,the cheerios
10215,1,37,a bowl,,a bowl
10225,1,37,the door,,the door
10226,1,37,the door,,the door
10265,1,37,a mess,,a mess
10266,1,37,a mess,,a mess
10267,1,37,a snack,,a snack
10269,1,37,a cheerio,,a cheerio
10271,1,37,a cheerio,,a cheerio
10312,1,37,the table,,the table
10341,1,37,a shoe,,a shoe
10361,1,37,a girl,,a girl
10380,1,37,the thermometer,,the thermometer
10390,1,37,the ear,,the ear
10391,1,37,the one,,the one
10456,1,37,the TV,,the TV
10495,1,37,a hug,,a hug
10496,1,37,a hug,,a hug
10525,1,37,a giraffe,,a giraffe
10526,1,37,a view,,a view
10529,1,37,the lions,,the lions
10532,1,37,the tub,,the tub
10534,1,37,the hippos,,the hippos
10538,1,37,a leash,,a leash
10542,1,37,the monkeys,,the monkeys
10544,1,37,a carousel,,a carousel
10550,1,37,a dream,,a dream
10552,1,37,a song,,a song
10561,1,37,the pictures,,the pictures
10563,1,37,a snail,,a snail
10564,1,37,a giraffe,,a giraffe
10565,1,37,a tree,,a tree
10566,1,37,a girl,,a girl
10586,1,37,a phone,,a phone
10587,1,37,a minute,,a minute
10611,1,37,the dog,,the dog
10612,1,37,the dog,,the dog
10614,1,37,the dog,,the dog
10616,1,37,the dog,,the dog
10619,1,37,the dog,,the dog
10620,1,37,the dog,,the dog
10624,1,37,the baby,,the baby
10625,1,37,the baby,,the baby
10629,1,37,the baby,,the baby
10630,1,37,the baby,,the baby
10633,1,37,the baby,,the baby
10636,1,37,a dog,,a dog
10643,1,37,the bird,,the bird
10653,1,37,the moon,,the moon
10654,1,37,the moon,,the moon
10656,1,37,the moon,,the moon
10657,1,37,the moon,,the moon
10666,1,37,the dog,,the dog
10667,1,37,the dog,,the dog
10684,1,37,a kiss,,a kiss
10697,1,37,a hug,,a hug
10700,1,37,the monsters,,the monsters
10710,1,37,the monsters,,the monsters
10711,1,37,the monsters,,the monsters
10713,1,37,the spot,,the spot
10714,1,37,a circle,,a circle
10741,1,37,the ball,,the ball
10742,1,37,the ball,,the ball
10743,1,37,the ball,,the ball
10746,1,37,the ball,,the ball
10747,1,37,the ball,,the ball
10751,1,37,a ball,,a ball
10752,1,37,the ball,,the ball
10753,1,37,a ball,,a ball
10754,1,37,a ball,,a ball
10755,1,37,a football,,a football
10763,1,37,a mess,,a mess
10768,1,37,a pumpkin,,a pumpkin
10769,1,37,the inside,,the inside
10779,1,37,the doggie,,the doggie
10783,1,37,the rug,,the rug
10793,1,37,a ball,,a ball
10794,1,37,a ball,,a ball
10807,1,37,the hat,,the hat
10917,1,38,the car,,the car
10920,1,38,the keys,,the keys
10932,1,38,the basket,,the basket
10936,1,38,the basket,,the basket
10949,1,38,a hanger,,a hanger
